ID,SetNumber,URL,Images,Description,Notes,DashedNumber
3601,31017,https://www.lego.com/biassets/bi/6081521.pdf,https://www.lego.com/biassets/biimg/6081521.png,Sunset Speeder,"BI 3010/68+4/65+115g,BOOK 2/2,31017 V39",31017-1
3602,31017,https://www.lego.com/biassets/bi/6092167.pdf,https://www.lego.com/biassets/biimg/6092167.png,Sunset Speeder,"BI 3010/48-65G, 31017 BOOK 1/2 V29",31017-1
3603,31017,https://www.lego.com/biassets/bi/6081520.pdf,https://www.lego.com/biassets/biimg/6081520.png,Sunset Speeder,"BI 3010/68+4/65+115g,BOOK 2/2,31017 V29",31017-1
3604,31018,https://www.lego.com/biassets/bi/6071665.pdf,https://www.lego.com/biassets/biimg/6071665.png,Highway Cruiser,"BI 3010/40-65G, BOOK 3/3, 31018, V29",31018-1
3605,31018,https://www.lego.com/biassets/bi/6071660.pdf,https://www.lego.com/biassets/biimg/6071660.png,Highway Cruiser,"BI 3010/52-65G, BOOK1/3, 31018, V29",31018-1
3606,31018,https://www.lego.com/biassets/bi/6071663.pdf,https://www.lego.com/biassets/biimg/6071663.png,Highway Cruiser,"BI 3010/56-65G, BOOK 2/3 , 31018, V29",31018-1
3607,31018,https://www.lego.com/biassets/bi/6071666.pdf,https://www.lego.com/biassets/biimg/6071666.png,Highway Cruiser,"BI 3010/40-65G, BOOK 3/3, 31018, V39",31018-1
3608,31018,https://www.lego.com/biassets/bi/6071662.pdf,https://www.lego.com/biassets/biimg/6071662.png,Highway Cruiser,"BI 3010/52-65G, BOOK1/3, 31018, V39",31018-1
3609,31018,https://www.lego.com/biassets/bi/6071664.pdf,https://www.lego.com/biassets/biimg/6071664.png,Highway Cruiser,"BI 3010/56-65G, BOOK 2/3, 31018, V39",31018-1
3610,31019,https://www.lego.com/biassets/bi/6081518.pdf,https://www.lego.com/biassets/biimg/6081518.png,Forest Animals,"BI 3022 / 60 / 65g, BOOK 1/3,31019 V29",31019-1
3611,31019,https://www.lego.com/biassets/bi/6071672.pdf,https://www.lego.com/biassets/biimg/6071672.png,Forest Animals,"BI 3022/36-65G, BOOK 3/3, 31019, V29",31019-1
3612,31019,https://www.lego.com/biassets/bi/6071670.pdf,https://www.lego.com/biassets/biimg/6071670.png,Forest Animals,"BI 3022/40-65G, BOOK 2/3, 31019, V29",31019-1
3613,31019,https://www.lego.com/biassets/bi/6081519.pdf,https://www.lego.com/biassets/biimg/6081519.png,Forest Animals,"BI 3022 / 60 / 65g, BOOK 1/3, 31019,V39",31019-1
3614,31019,https://www.lego.com/biassets/bi/6071673.pdf,https://www.lego.com/biassets/biimg/6071673.png,Forest Animals,"BI 3022/36-65G, BOOK 3/3, 31019, V39",31019-1
3615,31019,https://www.lego.com/biassets/bi/6071671.pdf,https://www.lego.com/biassets/biimg/6071671.png,Forest Animals,"BI 3022/40-65G, BOOK 2/3, 31019, V39",31019-1
3616,31020,https://www.lego.com/biassets/bi/6073950.pdf,https://www.lego.com/biassets/biimg/6073950.png,Twinblade Adventures,BI 3003/36- 31020 BOOK 1/3 V39,31020-1
3617,31020,https://www.lego.com/biassets/bi/6073957.pdf,https://www.lego.com/biassets/biimg/6073957.png,Twinblade Adventures,BI 3003/36- 31020 BOOK 3/3 V39,31020-1
3618,31020,https://www.lego.com/biassets/bi/6073944.pdf,https://www.lego.com/biassets/biimg/6073944.png,Twinblade Adventures,BI 3003/36- 31020  BOOK 1/3 V29,31020-1
3619,31020,https://www.lego.com/biassets/bi/6073956.pdf,https://www.lego.com/biassets/biimg/6073956.png,Twinblade Adventures,BI 3003/36- 31020 BOOK 3/3 V29,31020-1
3620,31020,https://www.lego.com/biassets/bi/6116552.pdf,https://www.lego.com/biassets/biimg/6116552.png,Twinblade Adventures,BI 3003/36- 31020 BOOK 2/3 V29,31020-1
3621,31020,https://www.lego.com/biassets/bi/6116553.pdf,https://www.lego.com/biassets/biimg/6116553.png,Twinblade Adventures,BI 3003/36-31020 BOOK 2/3 V39,31020-1
3622,31021,https://www.lego.com/biassets/bi/6073959.pdf,https://www.lego.com/biassets/biimg/6073959.png,Furry Creatures,BI 3004/60+4 - 31021 BOOK 1/2 V29,31021-1
3623,31021,https://www.lego.com/biassets/bi/6073960.pdf,https://www.lego.com/biassets/biimg/6073960.png,Furry Creatures,BI 3004/60+4 - 31021 BOOK 1/2 V39,31021-1
3624,31021,https://www.lego.com/biassets/bi/6073961.pdf,https://www.lego.com/biassets/biimg/6073961.png,Furry Creatures,BI 3004/80+4 - 31021 BOOK 2/2 V29,31021-1
3625,31021,https://www.lego.com/biassets/bi/6073963.pdf,https://www.lego.com/biassets/biimg/6073963.png,Furry Creatures,BI 3004/80+4 - 31021 BOOK 2/2 V39,31021-1
3626,31022,https://www.lego.com/biassets/bi/6073965.pdf,https://www.lego.com/biassets/biimg/6073965.png,Turbo Quad,BI 3004/56 - 31022 BOOK 1/2 V29,31022-1
3627,31022,https://www.lego.com/biassets/bi/6073968.pdf,https://www.lego.com/biassets/biimg/6073968.png,Turbo Quad,BI 3004/56 - 31022 BOOK 1/2 V39,31022-1
3628,31022,https://www.lego.com/biassets/bi/6073969.pdf,https://www.lego.com/biassets/biimg/6073969.png,Turbo Quad,BI 3004/80+4 - 31022 BOOK 2/2 V29,31022-1
3629,31022,https://www.lego.com/biassets/bi/6073970.pdf,https://www.lego.com/biassets/biimg/6073970.png,Turbo Quad,BI 3004/80+4 - 31022 BOOK 2/2 V39,31022-1
3630,31023,https://www.lego.com/biassets/bi/6089015.pdf,https://www.lego.com/biassets/biimg/6089015.png,Yellow Racers,BI 3004/52 - 31023 3/3 V29,31023-1
3631,31023,https://www.lego.com/biassets/bi/6089016.pdf,https://www.lego.com/biassets/biimg/6089016.png,Yellow Racers,BI 3004/52 - 31023 3/3 V39,31023-1
3632,31023,https://www.lego.com/biassets/bi/6086644.pdf,https://www.lego.com/biassets/biimg/6086644.png,Yellow Racers,BI 3004/64 - 31023 2/3 V29,31023-1
3633,31023,https://www.lego.com/biassets/bi/6086645.pdf,https://www.lego.com/biassets/biimg/6086645.png,Yellow Racers,BI 3004/60+4 - 31023 2/3 V39,31023-1
3634,31023,https://www.lego.com/biassets/bi/6086642.pdf,https://www.lego.com/biassets/biimg/6086642.png,Yellow Racers,BI 3018 / 72+4 / 65+115g - 31023 1/3 V29,31023-1
3635,31023,https://www.lego.com/biassets/bi/6086643.pdf,https://www.lego.com/biassets/biimg/6086643.png,Yellow Racers,BI 3018 / 72+4 / 65+115g - 31023 1/3 V39,31023-1
3636,31024,https://www.lego.com/biassets/bi/6093268.pdf,https://www.lego.com/biassets/biimg/6093268.png,Roaring Power,BI 3018 / 52 - 31024 3/3 V29/110,31024-1
3637,31024,https://www.lego.com/biassets/bi/6093269.pdf,https://www.lego.com/biassets/biimg/6093269.png,Roaring Power,BI 3018 / 52 - 31024 3/3 V39,31024-1
3638,31024,https://www.lego.com/biassets/bi/6092125.pdf,https://www.lego.com/biassets/biimg/6092125.png,Roaring Power,BI 3018/60-56g 31024 2/3 V29/110,31024-1
3639,31024,https://www.lego.com/biassets/bi/6092126.pdf,https://www.lego.com/biassets/biimg/6092126.png,Roaring Power,BI 3018/60-56g 31024 2/3 V39,31024-1
3640,31024,https://www.lego.com/biassets/bi/6096228.pdf,https://www.lego.com/biassets/biimg/6096228.png,Roaring Power,BI 3018/76+4-65+115G 31024 1/3 V29/110,31024-1
3641,31024,https://www.lego.com/biassets/bi/6096232.pdf,https://www.lego.com/biassets/biimg/6096232.png,Roaring Power,BI 3018/76+4-65+115G 31024 1/3 V39,31024-1
3642,31025,https://www.lego.com/biassets/bi/6091470.pdf,https://www.lego.com/biassets/biimg/6091470.png,Mountain Hut,BI 3016 60/65g - 31025 BOOK 3/3 V29,31025-1
3643,31025,https://www.lego.com/biassets/bi/6091471.pdf,https://www.lego.com/biassets/biimg/6091471.png,Mountain Hut,BI 3016 60/65g - 31025 BOOK 3/3 V39,31025-1
3644,31025,https://www.lego.com/biassets/bi/6073975.pdf,https://www.lego.com/biassets/biimg/6073975.png,Mountain Hut,BI 3016/56 - 31025 BOOK 2/3 V29,31025-1
3645,31025,https://www.lego.com/biassets/bi/6073976.pdf,https://www.lego.com/biassets/biimg/6073976.png,Mountain Hut,BI 3016/56 - 31025 BOOK 2/3 V39,31025-1
3646,31025,https://www.lego.com/biassets/bi/6073972.pdf,https://www.lego.com/biassets/biimg/6073972.png,Mountain Hut,BI 3016/72+4 - 31025 BOOK 1/3 V29,31025-1
3647,31025,https://www.lego.com/biassets/bi/6073974.pdf,https://www.lego.com/biassets/biimg/6073974.png,Mountain Hut,BI 3016/72+4 - 31025 BOOK 1/3 V39,31025-1
3648,31026,https://www.lego.com/biassets/bi/6147258.pdf,https://www.lego.com/biassets/biimg/6147258.png,Bike Shop & Caf̩,"BI 3016/64+4/65+115g, 31026 1/4 V29",31026-1
3649,31026,https://www.lego.com/biassets/bi/6147295.pdf,https://www.lego.com/biassets/biimg/6147295.png,Bike Shop & Caf̩,"BI 3016/64+4/65+115g, 31026 1/4 V39",31026-1
3650,31026,https://www.lego.com/biassets/bi/6147264.pdf,https://www.lego.com/biassets/biimg/6147264.png,Bike Shop & Caf̩,"BI 3016/68+4*, 31026 4/4 V29",31026-1
3651,31026,https://www.lego.com/biassets/bi/6147300.pdf,https://www.lego.com/biassets/biimg/6147300.png,Bike Shop & Caf̩,"BI 3016/68+4*, 31026 4/4 V39",31026-1
3652,31026,https://www.lego.com/biassets/bi/6147263.pdf,https://www.lego.com/biassets/biimg/6147263.png,Bike Shop & Caf̩,"BI 3016/72+4/65+115g, 31026 3/4 V29",31026-1
3653,31026,https://www.lego.com/biassets/bi/6147299.pdf,https://www.lego.com/biassets/biimg/6147299.png,Bike Shop & Caf̩,"BI 3016/72+4/65+115g, 31026 3/4 V39",31026-1
3654,31026,https://www.lego.com/biassets/bi/6147260.pdf,https://www.lego.com/biassets/biimg/6147260.png,Bike Shop & Caf̩,"BI 3016/80+4/65+115g, 31026 2/4 V29",31026-1
3655,31026,https://www.lego.com/biassets/bi/6147296.pdf,https://www.lego.com/biassets/biimg/6147296.png,Bike Shop & Caf̩,"BI 3016/80+4/65+115g, 31026 2/4 V39",31026-1
3656,31027,https://www.lego.com/biassets/bi/6112287.pdf,https://www.lego.com/biassets/biimg/6112287.png,Blue Racer,BI 3001/32 - 31027 V29,31027-1
3657,31027,https://www.lego.com/biassets/bi/6112292.pdf,https://www.lego.com/biassets/biimg/6112292.png,Blue Racer,BI 3001/32 - 31027 V39,31027-1
3658,31028,https://www.lego.com/biassets/bi/6112317.pdf,https://www.lego.com/biassets/biimg/6112317.png,Sea Plane,"BI 3001/36-65G, 31028 V39",31028-1
3659,31028,https://www.lego.com/biassets/bi/6112315.pdf,https://www.lego.com/biassets/biimg/6112315.png,Sea Plane,"BI 3001/36-65G, 31028 V29",31028-1
3660,31029,https://www.lego.com/biassets/bi/6112303.pdf,https://www.lego.com/biassets/biimg/6112303.png,Cargo Heli,BI 3003/24 - 31029 V29 3/3,31029-1
3661,31029,https://www.lego.com/biassets/bi/6112302.pdf,https://www.lego.com/biassets/biimg/6112302.png,Cargo Heli,BI 3003/28- 31029 V29 2/3,31029-1
3662,31029,https://www.lego.com/biassets/bi/6112297.pdf,https://www.lego.com/biassets/biimg/6112297.png,Cargo Heli,BI 3003/36- 31029 V29 1/3,31029-1
3663,31029,https://www.lego.com/biassets/bi/6112308.pdf,https://www.lego.com/biassets/biimg/6112308.png,Cargo Heli,BI 3003/24 - 31029 V39 3/3,31029-1
3664,31029,https://www.lego.com/biassets/bi/6112305.pdf,https://www.lego.com/biassets/biimg/6112305.png,Cargo Heli,BI 3003/28- 31029 V39 2/3,31029-1
3665,31029,https://www.lego.com/biassets/bi/6112304.pdf,https://www.lego.com/biassets/biimg/6112304.png,Cargo Heli,BI 3003/36- 31029 V39 1/3,31029-1
3666,31030,https://www.lego.com/biassets/bi/6112329.pdf,https://www.lego.com/biassets/biimg/6112329.png,Red Go-Kart,BI 3003/20- 31030 V39 3/3,31030-1
3667,31030,https://www.lego.com/biassets/bi/6112326.pdf,https://www.lego.com/biassets/biimg/6112326.png,Red Go-Kart,BI 3003/28- 31030 V39 2/3,31030-1
3668,31030,https://www.lego.com/biassets/bi/6112324.pdf,https://www.lego.com/biassets/biimg/6112324.png,Red Go-Kart,BI 3003/32- 31030 V39 1/3,31030-1
3669,31030,https://www.lego.com/biassets/bi/6112327.pdf,https://www.lego.com/biassets/biimg/6112327.png,Red Go-Kart,BI 3003/20- 31030 V29 3/3,31030-1
3670,31030,https://www.lego.com/biassets/bi/6112325.pdf,https://www.lego.com/biassets/biimg/6112325.png,Red Go-Kart,BI 3003/28- 31030 V29 2/3,31030-1
3671,31030,https://www.lego.com/biassets/bi/6112320.pdf,https://www.lego.com/biassets/biimg/6112320.png,Red Go-Kart,BI 3003/32- 31030 V29 1/3,31030-1
3672,31031,https://www.lego.com/biassets/bi/6129369.pdf,https://www.lego.com/biassets/biimg/6129369.png,Rainforest Animals,BI 3004 60/ - 31031 V29 1/3,31031-1
3673,31031,https://www.lego.com/biassets/bi/6112368.pdf,https://www.lego.com/biassets/biimg/6112368.png,Rainforest Animals,BI 3004/28 - 31031 V29 3/3,31031-1
3674,31031,https://www.lego.com/biassets/bi/6112365.pdf,https://www.lego.com/biassets/biimg/6112365.png,Rainforest Animals,BI 3004/36 - 31031 V29 2/3,31031-1
3675,31031,https://www.lego.com/biassets/bi/6129372.pdf,https://www.lego.com/biassets/biimg/6129372.png,Rainforest Animals,BI 3004 60/ - 31031 V39 1/3,31031-1
3676,31031,https://www.lego.com/biassets/bi/6112369.pdf,https://www.lego.com/biassets/biimg/6112369.png,Rainforest Animals,BI 3004/28 - 31031 V39 3/3,31031-1
3677,31031,https://www.lego.com/biassets/bi/6112367.pdf,https://www.lego.com/biassets/biimg/6112367.png,Rainforest Animals,BI 3004/36 - 31031 V39 2/3,31031-1
3678,31032,https://www.lego.com/biassets/bi/6112377.pdf,https://www.lego.com/biassets/biimg/6112377.png,Red Creatures,BI 3004/52 - 31032 V39 1/2,31032-1
3679,31032,https://www.lego.com/biassets/bi/6112387.pdf,https://www.lego.com/biassets/biimg/6112387.png,Red Creatures,BI 3004/60+4/65+115g - 31032 V39 2/2,31032-1
3680,31032,https://www.lego.com/biassets/bi/6112376.pdf,https://www.lego.com/biassets/biimg/6112376.png,Red Creatures,BI 3004/52 - 31032 V29 1/2,31032-1
3681,31032,https://www.lego.com/biassets/bi/6112386.pdf,https://www.lego.com/biassets/biimg/6112386.png,Red Creatures,BI 3004/60+4/65+115g - 31032 V29 2/2,31032-1
3682,31033,https://www.lego.com/biassets/bi/6112392.pdf,https://www.lego.com/biassets/biimg/6112392.png,Vehicle Transporter,BI 3004/48 - 31033 V29 2/3,31033-1
3683,31033,https://www.lego.com/biassets/bi/6112389.pdf,https://www.lego.com/biassets/biimg/6112389.png,Vehicle Transporter,BI 3004/60+4/65+115g - 31033 V29 1/3,31033-1
3684,31033,https://www.lego.com/biassets/bi/6112394.pdf,https://www.lego.com/biassets/biimg/6112394.png,Vehicle Transporter,BI 3004/48 - 31033 V39 2/3,31033-1
3685,31033,https://www.lego.com/biassets/bi/6112390.pdf,https://www.lego.com/biassets/biimg/6112390.png,Vehicle Transporter,BI 3004/60+4/65+115g - 31033 V39 1/3,31033-1
3686,31033,https://www.lego.com/biassets/bi/6138989.pdf,https://www.lego.com/biassets/biimg/6138989.png,Vehicle Transporter,BI 3004/40 - BI 3004/40 31033 V29 3/3,31033-1
3687,31033,https://www.lego.com/biassets/bi/6138990.pdf,https://www.lego.com/biassets/biimg/6138990.png,Vehicle Transporter,BI 3004/40 - BI 3004/40 31033 V39 3/3,31033-1
3688,31034,https://www.lego.com/biassets/bi/6120313.pdf,https://www.lego.com/biassets/biimg/6120313.png,Future flyers,BI 3004 / 60+4 / 65+115g 31034 V29 1/3,31034-1
3689,31034,https://www.lego.com/biassets/bi/6120315.pdf,https://www.lego.com/biassets/biimg/6120315.png,Future flyers,BI 3004 / 60+4 / 65+115g 31034 V39 1/3,31034-1
3690,31034,https://www.lego.com/biassets/bi/6115572.pdf,https://www.lego.com/biassets/biimg/6115572.png,Future flyers,BI 3004/40 - 31034 V29 3/3,31034-1
3691,31034,https://www.lego.com/biassets/bi/6115575.pdf,https://www.lego.com/biassets/biimg/6115575.png,Future flyers,BI 3004/40 - 31034 V39 3/3,31034-1
3692,31034,https://www.lego.com/biassets/bi/6115566.pdf,https://www.lego.com/biassets/biimg/6115566.png,Future flyers,BI 3004/48 - 31034 V29 2/3,31034-1
3693,31034,https://www.lego.com/biassets/bi/6115568.pdf,https://www.lego.com/biassets/biimg/6115568.png,Future flyers,BI 3004/48 - 31034 V39 2/3,31034-1
3694,31035,https://www.lego.com/biassets/bi/6120321.pdf,https://www.lego.com/biassets/biimg/6120321.png,Beach Hut,BI 3004 60/ 31035 V29 2/3,31035-1
3695,31035,https://www.lego.com/biassets/bi/6120322.pdf,https://www.lego.com/biassets/biimg/6120322.png,Beach Hut,BI 3004 60/ 31035 V39 2/3,31035-1
3696,31035,https://www.lego.com/biassets/bi/6120323.pdf,https://www.lego.com/biassets/biimg/6120323.png,Beach Hut,BI 3004/56 - 31035 V29 3/3,31035-1
3697,31035,https://www.lego.com/biassets/bi/6120324.pdf,https://www.lego.com/biassets/biimg/6120324.png,Beach Hut,BI 3004/56 - 31035 V39 3/3,31035-1
3698,31035,https://www.lego.com/biassets/bi/6170206.pdf,https://www.lego.com/biassets/biimg/6170206.png,Beach Hut,"BI 3004/72+4*, 31035 V29 1/3",31035-1
3699,31035,https://www.lego.com/biassets/bi/6170207.pdf,https://www.lego.com/biassets/biimg/6170207.png,Beach Hut,"BI 3004/72+4*, 31035 V39 1/3",31035-1
3700,31036,https://www.lego.com/biassets/bi/6129370.pdf,https://www.lego.com/biassets/biimg/6129370.png,Toy & Grocery Shop,"BI 3017 / 60 - 65g, 31036 V29 2/3",31036-1
3701,31036,https://www.lego.com/biassets/bi/6129371.pdf,https://www.lego.com/biassets/biimg/6129371.png,Toy & Grocery Shop,"BI 3017 / 60 - 65g, 31036 V39 2/3",31036-1
3702,31036,https://www.lego.com/biassets/bi/6120330.pdf,https://www.lego.com/biassets/biimg/6120330.png,Toy & Grocery Shop,BI 3017 / 64+4 - 65/115g 31036 V29 3/3,31036-1
3703,31036,https://www.lego.com/biassets/bi/6120332.pdf,https://www.lego.com/biassets/biimg/6120332.png,Toy & Grocery Shop,BI 3017 / 64+4 - 65/115g 31036 V39 3/3,31036-1
3704,31036,https://www.lego.com/biassets/bi/6114190.pdf,https://www.lego.com/biassets/biimg/6114190.png,Toy & Grocery Shop,"BI 3017 / 80+4 - 65/115g, 31036 V29 1/3",31036-1
3705,31036,https://www.lego.com/biassets/bi/6114193.pdf,https://www.lego.com/biassets/biimg/6114193.png,Toy & Grocery Shop,"BI 3017 / 80+4 - 65/115g, 31036 V39 1/3",31036-1
3706,31037,https://www.lego.com/biassets/bi/6129803.pdf,https://www.lego.com/biassets/biimg/6129803.png,Adventure Vehicles,BI 3004/48 - 31037 V29 2/3,31037-1
3707,31037,https://www.lego.com/biassets/bi/6129804.pdf,https://www.lego.com/biassets/biimg/6129804.png,Adventure Vehicles,BI 3004/48 - 31037 V39 2/3,31037-1
3708,31037,https://www.lego.com/biassets/bi/6129805.pdf,https://www.lego.com/biassets/biimg/6129805.png,Adventure Vehicles,BI 3004/52 - 31037 V29 3/3,31037-1
3709,31037,https://www.lego.com/biassets/bi/6129806.pdf,https://www.lego.com/biassets/biimg/6129806.png,Adventure Vehicles,BI 3004/52 - 31037 V39 3/3,31037-1
3710,31037,https://www.lego.com/biassets/bi/6129801.pdf,https://www.lego.com/biassets/biimg/6129801.png,Adventure Vehicles,BI 3004/76+4*- 31037 V29 1/3,31037-1
3711,31037,https://www.lego.com/biassets/bi/6129802.pdf,https://www.lego.com/biassets/biimg/6129802.png,Adventure Vehicles,BI 3004/76+4*- 31037 V39 1/3,31037-1
3712,31038,https://www.lego.com/biassets/bi/6127612.pdf,https://www.lego.com/biassets/biimg/6127612.png,Changing Seasons,BI 3016/64+4/65+115g - 31038 V29 2/3,31038-1
3713,31038,https://www.lego.com/biassets/bi/6127613.pdf,https://www.lego.com/biassets/biimg/6127613.png,Changing Seasons,BI 3016/64+4/65+115g - 31038 V39 2/3,31038-1
3714,31038,https://www.lego.com/biassets/bi/6127614.pdf,https://www.lego.com/biassets/biimg/6127614.png,Changing Seasons,BI 3016/68+4*- 31038 V29 3/3,31038-1
3715,31038,https://www.lego.com/biassets/bi/6127616.pdf,https://www.lego.com/biassets/biimg/6127616.png,Changing Seasons,BI 3016/68+4*- 31038 V39 3/3,31038-1
3716,31038,https://www.lego.com/biassets/bi/6127608.pdf,https://www.lego.com/biassets/biimg/6127608.png,Changing Seasons,BI 3016/80+4/65+115g - 31038 V29 1/3,31038-1
3717,31038,https://www.lego.com/biassets/bi/6127610.pdf,https://www.lego.com/biassets/biimg/6127610.png,Changing Seasons,BI 3016/80+4/65+115g - 31038 V39 1/3,31038-1
3718,31039,https://www.lego.com/biassets/bi/6127618.pdf,https://www.lego.com/biassets/biimg/6127618.png,Blue Power Jet,BI 3016/220+4/65+200g - 31039 V29 1/1,31039-1
3719,31039,https://www.lego.com/biassets/bi/6127619.pdf,https://www.lego.com/biassets/biimg/6127619.png,Blue Power Jet,BI 3016/220+4/65+200g - 31039 V39 1/1,31039-1
3720,31040,https://www.lego.com/biassets/bi/6145903.pdf,https://www.lego.com/biassets/biimg/6145903.png,Desert Racers,"BI 3001/32, 31040 V29",31040-1
3721,31040,https://www.lego.com/biassets/bi/6145904.pdf,https://www.lego.com/biassets/biimg/6145904.png,Desert Racers,"BI 3001/32, 31040 V39",31040-1
3722,31041,https://www.lego.com/biassets/bi/6145942.pdf,https://www.lego.com/biassets/biimg/6145942.png,Construction Vehicles,"BI 3001/32, 31041 V39",31041-1
3723,31041,https://www.lego.com/biassets/bi/6145941.pdf,https://www.lego.com/biassets/biimg/6145941.png,Construction Vehicles,"BI 3001/32, 31041 V29",31041-1
3724,31042,https://www.lego.com/biassets/bi/6145954.pdf,https://www.lego.com/biassets/biimg/6145954.png,Super Soarer,"BI 3003/16, 31042 3/3 V29",31042-1
3725,31042,https://www.lego.com/biassets/bi/6145952.pdf,https://www.lego.com/biassets/biimg/6145952.png,Super Soarer,"BI 3003/24, 31042 2/3 V29",31042-1
3726,31042,https://www.lego.com/biassets/bi/6145950.pdf,https://www.lego.com/biassets/biimg/6145950.png,Super Soarer,"BI 3003/36, 31042 1/3 V29",31042-1
3727,31042,https://www.lego.com/biassets/bi/6145955.pdf,https://www.lego.com/biassets/biimg/6145955.png,Super Soarer,"BI 3003/16, 31042 3/3 V39",31042-1
