setID
5869
6491
7639
5343
7261
7262
7263
7264
7298
7265
7597
7568
8239
8240
8241
8242
8462
8243
8461
8709
9152
9153
9154
9155
9156
8974
9078
9404
8916
8915
6443
8917
9157
9158
8975
8936
8937
8938
8940
8939
8934
8935
9076
8932
8931
8933
9580
9769
8543
8544
8545
8546
8547
4800
6592
6593
7103
6594
5189
5190
6189
6190
6191
6093
6094
6187
6188
6552
6553
6222
6223
6224
6225
6442
6444
6492
6595
6493
7031
7266
7267
7268
7300
3849
23934
3850
23779
3851
8827
3852
3853
3854
3855
3856
3857
3858
3859
28294
3860
3861
3862
4926
4923
8244
4785
4786
8245
8246
8247
8248
5062
4757
8249
8250
8582
7593
7567
6749
6750
6752
6753
6757
6758
6760
6759
6923
6924
6925
6926
6952
7269
6754
6927
6928
7569
8498
6230
6505
6445
6290
6291
6292
6293
6446
6447
6344
6448
6235
6232
6236
6756
6975
7676
5151
5152
5153
5154
27238
5155
5364
5365
5330
5331
5226
5239
5156
5157
5158
5354
5240
5556
5799
7611
7610
7609
7608
5557
5558
5559
5684
5611
5683
5612
5613
5785
5793
5614
6850
6755
6976
7674
7675
7111
23225
26412
6489
7118
7232
7233
7234
7682
8104
8105
8106
8624
8651
8652
9244
9246
9250
9247
9700
9660
10323
10324
10333
22812
22813
23386
23289
23239
23385
23607
24095
24168
24130
24096
24509
25909
25910
25894
25893
26209
26908
26928
26929
26906
27117
27671
27672
27673
27835
28068
28596
28605
28946
28938
23498
27302
27047
27295
27722
28150
9909
10093
9911
9912
9913
9914
9915
9916
9917
10149
10092
10272
10268
10273
10274
10275
10063
10064
10065
10269
10270
10271
10276
10254
10277
10255
10278
10256
22819
23297
23298
23299
23300
23301
23014
22991
22992
22993
22994
23015
23016
23220
23184
23293
23294
23295
22982
22983
22984
22985
22986
22987
22988
22989
22990
23418
23296
23674
23881
23882
23883
23824
23884
24134
23951
23809
23828
23885
23823
23808
24140
24141
24142
24143
23886
23887
23888
23889
23812
23890
23952
24144
24145
24146
24147
24148
24511
24149
24150
24151
26018
26019
26020
26021
26017
24976
24675
24676
24677
24678
24912
24679
24913
24680
24681
24682
24683
24684
24685
24686
25926
25927
25928
25929
25930
26174
24914
24687
24688
24689
24915
24916
25931
26066
25932
26419
26540
26541
26420
26542
26543
26652
26887
26544
26421
26545
26546
26410
26547
26548
26549
26550
26551
26785
26786
26787
26794
26795
26796
26797
26798
26799
26802
26789
26790
26791
26792
26793
26801
26788
27516
27517
27518
27520
27519
27521
27694
27695
27522
27611
27523
27607
27608
27609
27696
27697
27698
27699
27846
27847
27848
27853
27849
27850
28045
27851
27852
28069
27955
27878
27887
27918
28477
28476
28475
28474
28398
28430
28429
28397
28558
28399
28396
28422
28439
28431
28423
28428
28404
29041
29040
29039
29077
29038
29043
29044
29042
29045
29064
28473
28472
28062
28471
28470
12332
5224
6733
11809
5201
5182
12069
11822
12073
11826
11828
5795
12075
5714
11522
11614
12079
14058
11832
6681
6035
6468
12089
11840
11700
11842
12091
11846
12094
11848
6313
6314
6315
11709
11524
11860
6312
12096
11625
6570
7014
12458
12105
7015
7016
7003
7018
7019
23628
11712
11277
7023
7024
7737
7105
7120
8118
8119
7549
8124
7550
8022
8125
8121
8737
8123
8479
8122
8120
8153
8774
8844
9083
8858
10009
10021
9951
10011
10016
22417
10019
23022
23049
23458
23910
23911
24331
24810
24811
26527
26526
27545
27594
27747
22580
22579
23748
9371
25875
10127
23925
25869
27546
28004
27919
26996
27175
27312
27617
27879
28015
28095
28102
28337
28529
28961
29138
25570
